"Average",,,,,,,,,,,,,,,,"E0",,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
302,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.262369,0.841932,0.0177237,-0.00122737,0.00366022,-6.7191e-05,0.00372542,-0.00129257,-0.103545,8.02322e-05,8.22943e-05,0.000367978,0.00461525,0.138457,30.1384,30
303,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.262299,0.845182,0.0191341,-0.00123999,0.00369857,-6.51888e-05,0.00376485,-0.00130626,-0.108859,8.0207e-05,8.2271e-05,0.000367869,0.004676,0.14028,30.1403,30
304,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.262738,0.847713,0.0171046,-0.00126698,0.00376138,-6.64585e-05,0.00382829,-0.00133389,-0.0989208,8.02242e-05,8.2285e-05,0.000367954,0.00476106,0.142832,30.1428,30
305,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.26285,0.850743,0.0174489,-0.00128414,0.00381501,-6.55314e-05,0.00388178,-0.0013509,-0.104305,8.02801e-05,8.2346e-05,0.000368214,0.00483427,0.145028,30.145,30
306,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.262773,0.853235,0.017836,-0.0013056,0.00385748,-6.42671e-05,0.00392458,-0.0013727,-0.0963893,8.02366e-05,8.22966e-05,0.000367995,0.00490058,0.147017,30.147,30
307,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.26307,0.856032,0.017661,-0.00132656,0.00390776,-6.57258e-05,0.00397615,-0.00139496,-0.091217,8.02763e-05,8.23373e-05,0.000368172,0.00497009,0.149103,30.1491,30
308,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.263334,0.858877,0.0181354,-0.00134708,0.00396087,-7.19048e-05,0.00403027,-0.00141648,-0.104129,8.0233e-05,8.22911e-05,0.000367976,0.0050479,0.151437,30.1514,30
309,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.263644,0.861623,0.0178076,-0.00136836,0.00401536,-7.13357e-05,0.00408499,-0.00143799,-0.107055,8.02437e-05,8.23044e-05,0.000368043,0.00512527,0.153758,30.1537,30
310,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.264209,0.864455,0.0187178,-0.00138603,0.00407098,-6.99513e-05,0.00414058,-0.00145563,-0.0966234,8.02594e-05,8.23189e-05,0.000368108,0.00520337,0.156101,30.1561,30
311,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.264009,0.867454,0.0180113,-0.00140503,0.00411852,-7.0269e-05,0.00418947,-0.00147597,-0.101516,8.02808e-05,8.23408e-05,0.000368205,0.0052714,0.158142,30.1581,30
312,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.264637,0.87034,0.0166403,-0.00142499,0.00417442,-7.26724e-05,0.00424593,-0.0014965,-0.104457,8.02628e-05,8.232e-05,0.000368118,0.00534491,0.160347,30.1603,30
313,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.264959,0.873366,0.0164917,-0.00144594,0.00423503,-7.08191e-05,0.00430754,-0.00151845,-0.0973023,8.02565e-05,8.23162e-05,0.000368089,0.00543393,0.163018,30.163,30
314,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.265264,0.876324,0.0157745,-0.00146084,0.00429821,-7.29534e-05,0.00437144,-0.00153407,-0.101323,8.03249e-05,8.23843e-05,0.000368411,0.00551848,0.165554,30.1655,30
315,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.265415,0.878839,0.0161379,-0.00148886,0.00434325,-7.52282e-05,0.00441696,-0.00156257,-0.0996889,8.02882e-05,8.23443e-05,0.000368237,0.00558747,0.167624,30.1676,30
316,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.265455,0.882105,0.016602,-0.00151154,0.00439683,-7.1104e-05,0.00447176,-0.00158647,-0.106709,8.02966e-05,8.23531e-05,0.00036827,0.00566796,0.170039,30.17,30
317,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.265825,0.884772,0.0156586,-0.00153319,0.00445849,-7.57854e-05,0.00453355,-0.00160825,-0.095869,8.03084e-05,8.23597e-05,0.000368303,0.0057516,0.172548,30.1725,30
318,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.266195,0.887691,0.0150047,-0.00155558,0.00451825,-7.45639e-05,0.00459419,-0.00163152,-0.0944914,8.02924e-05,8.23477e-05,0.00036825,0.0058354,0.175062,30.175,30
319,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.266611,0.890732,0.013897,-0.00157044,0.00460079,-8.21634e-05,0.00467713,-0.00164677,-0.103343,8.03324e-05,8.23882e-05,0.000368432,0.00594094,0.178228,30.1782,30
320,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.266489,0.893246,0.0157036,-0.00160213,0.00463895,-7.53362e-05,0.00471665,-0.00167983,-0.101378,8.03258e-05,8.23787e-05,0.000368409,0.00600504,0.180151,30.1801,30
321,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.266724,0.896058,0.0158661,-0.00162102,0.00469556,-8.13659e-05,0.0047738,-0.00169926,-0.104034,8.03319e-05,8.23845e-05,0.000368432,0.00608826,0.182648,30.1826,30
322,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.267045,0.898871,0.0153343,-0.00164947,0.00475258,-8.09873e-05,0.00483188,-0.00172877,-0.104365,8.03255e-05,8.2381e-05,0.000368402,0.00616917,0.185075,30.185,30
323,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.269494,0.901859,0.0139266,-0.00166903,0.00481491,-8.16376e-05,0.00489446,-0.00174858,-0.102521,8.02944e-05,8.23477e-05,0.000368263,0.00625662,0.187699,30.1877,30
324,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.268323,0.904592,0.0154323,-0.00169412,0.00487508,-8.21197e-05,0.00495591,-0.00177496,-0.102998,8.03377e-05,8.23915e-05,0.000368459,0.00634338,0.190301,30.1903,30
325,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.26754,0.907345,0.0163618,-0.00171823,0.00493548,-8.26041e-05,0.00501728,-0.00180004,-0.0964292,8.03691e-05,8.24244e-05,0.00036861,0.00643096,0.192929,30.1929,30
326,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.267623,0.910053,0.0162058,-0.00174195,0.00500018,-8.40302e-05,0.00508237,-0.00182415,-0.0987323,8.03604e-05,8.24106e-05,0.000368549,0.00652104,0.195631,30.1956,30
327,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.26788,0.912953,0.0162968,-0.00176513,0.00506384,-8.46263e-05,0.00514802,-0.00184931,-0.09767,8.03678e-05,8.24202e-05,0.000368594,0.0066074,0.198222,30.1982,30
328,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.267979,0.915776,0.0160927,-0.00178967,0.00512157,-8.52287e-05,0.00520604,-0.00187414,-0.0957072,8.03188e-05,8.2371e-05,0.00036837,0.00669514,0.200854,30.2008,30
329,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.268148,0.918727,0.0157268,-0.00181653,0.00519245,-8.67307e-05,0.00527678,-0.00190086,-0.101828,8.03824e-05,8.24338e-05,0.00036866,0.006786,0.20358,30.2036,30
330,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.268151,0.921708,0.0164378,-0.00183769,0.00525429,-8.7076e-05,0.00533959,-0.001923,-0.0974004,8.04041e-05,8.24577e-05,0.000368777,0.00687983,0.206395,30.2064,30
331,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.268242,0.924496,0.0169087,-0.00186251,0.00531823,-8.73659e-05,0.00540499,-0.00194927,-0.095939,8.04137e-05,8.24637e-05,0.000368802,0.00697274,0.209182,30.2092,30
332,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.268418,0.927241,0.0171139,-0.00189034,0.00538245,-8.77228e-05,0.00547026,-0.00197815,-0.0917386,8.0386e-05,8.24363e-05,0.00036867,0.00706187,0.211856,30.2118,30
333,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.268662,0.929949,0.0172937,-0.00190861,0.00544924,-8.64866e-05,0.00553838,-0.00199774,-0.0910925,8.03663e-05,8.24164e-05,0.00036859,0.00715294,0.214588,30.2146,30
334,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.268686,0.932827,0.0177116,-0.00194029,0.00551049,-9.05067e-05,0.00560021,-0.00203001,-0.0974013,8.03972e-05,8.24503e-05,0.000368744,0.00724824,0.217447,30.2174,30
335,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.268928,0.935618,0.0179786,-0.00195982,0.00557875,-9.22694e-05,0.00566927,-0.00205033,-0.0957773,8.04035e-05,8.24524e-05,0.000368762,0.00734026,0.220208,30.2202,30
336,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.268977,0.938604,0.018218,-0.00199684,0.00564452,-9.01021e-05,0.00573558,-0.0020879,-0.0910895,8.04259e-05,8.24774e-05,0.000368855,0.00743773,0.223132,30.2231,30
337,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.268891,0.94144,0.0186488,-0.00202537,0.00571048,-8.97773e-05,0.00580268,-0.00211757,-0.0998457,8.04074e-05,8.2457e-05,0.000368764,0.00753211,0.225963,30.2259,30
338,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.269195,0.944344,0.0185698,-0.00204591,0.00578024,-9.19058e-05,0.00587298,-0.00213865,-0.0905652,8.04385e-05,8.24907e-05,0.000368918,0.00763043,0.228913,30.2289,30
339,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.269309,0.947337,0.0180066,-0.00206788,0.00585658,-9.30508e-05,0.00595003,-0.00216132,-0.100956,8.04443e-05,8.25007e-05,0.000368952,0.00773225,0.231967,30.2319,30
340,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.269445,0.950036,0.0182053,-0.0020997,0.00592116,-9.4343e-05,0.00601616,-0.0021947,-0.0979869,8.05185e-05,8.2563e-05,0.000369266,0.00782863,0.234859,30.2348,30
341,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.269505,0.952911,0.0183416,-0.0021243,0.00599268,-9.59739e-05,0.00608806,-0.00221968,-0.0997059,8.04854e-05,8.2531e-05,0.000369117,0.00793141,0.237942,30.2379,30
342,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.269293,0.955838,0.0187179,-0.00215413,0.00606199,-9.31906e-05,0.00615827,-0.00225041,-0.0975078,8.04828e-05,8.25306e-05,0.000369116,0.00802925,0.240877,30.2408,30
343,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.269679,0.958765,0.0186012,-0.00218047,0.00613091,-9.56621e-05,0.00622808,-0.00227764,-0.0942105,8.0477e-05,8.25295e-05,0.000369092,0.00812724,0.243817,30.2438,30
344,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.269814,0.961651,0.0183969,-0.00220655,0.00620438,-9.68847e-05,0.00630262,-0.00230479,-0.0961272,8.04613e-05,8.25077e-05,0.000369017,0.0082264,0.246792,30.2468,30
345,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.269966,0.964709,0.0179193,-0.00223481,0.00628148,-9.66464e-05,0.0063807,-0.00233403,-0.0948975,8.0506e-05,8.25508e-05,0.000369197,0.00833385,0.250015,30.25,30
346,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.270198,0.967238,0.0184298,-0.00226098,0.00635157,-9.73114e-05,0.00645144,-0.00236085,-0.093076,8.05366e-05,8.25791e-05,0.000369332,0.0084331,0.252993,30.253,30
347,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.270436,0.970315,0.0177445,-0.00228741,0.00642627,-0.000101564,0.00652732,-0.00238846,-0.0923518,8.04902e-05,8.25335e-05,0.000369137,0.00854237,0.256271,30.2562,30
348,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.270695,0.97323,0.0175765,-0.00231333,0.00650267,-0.000100599,0.00660409,-0.00241475,-0.0924894,8.04981e-05,8.25427e-05,0.000369184,0.00864459,0.259338,30.2593,30
349,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.270594,0.976343,0.0190159,-0.00234462,0.00657094,-0.000100879,0.00667395,-0.00244763,-0.0990964,8.05088e-05,8.25593e-05,0.000369234,0.00874992,0.262497,30.2625,30
350,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.270479,0.979481,0.0191252,-0.00237957,0.0066409,-0.000101677,0.006745,-0.00248367,-0.0898704,8.05077e-05,8.25529e-05,0.000369224,0.0088483,0.265449,30.2654,30
351,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.270609,0.982098,0.0189905,-0.00240634,0.00672239,-9.80797e-05,0.00682714,-0.00251108,-0.0877944,8.05557e-05,8.25995e-05,0.000369428,0.00896282,0.268884,30.2689,30
352,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.271055,0.985045,0.0185074,-0.00242918,0.00680308,-0.000101592,0.00690882,-0.00253492,-0.0899124,8.05663e-05,8.26152e-05,0.000369501,0.00907486,0.272245,30.2722,30
353,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.271201,0.987766,0.0187095,-0.00246258,0.00686642,-0.000105609,0.00697339,-0.00256954,-0.0949642,8.06022e-05,8.26484e-05,0.000369657,0.00917395,0.275218,30.2752,30
354,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.271214,0.990493,0.0192396,-0.00248998,0.0069514,-0.000103213,0.00705875,-0.00259733,-0.0854328,8.0596e-05,8.26398e-05,0.00036962,0.00928843,0.278653,30.2786,30
355,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.271055,0.993516,0.0203622,-0.00252305,0.00699208,-0.000101037,0.00710128,-0.00263224,-0.0884236,8.06219e-05,8.26644e-05,0.000369719,0.00936357,0.280907,30.2809,30
356,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.271753,0.996261,0.0201374,-0.00255163,0.00709616,-0.000111601,0.00720599,-0.00266146,-0.0996207,8.05636e-05,8.26088e-05,0.000369473,0.00949466,0.284839,30.2848,30
357,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.271376,0.998619,0.017909,-0.00256683,0.00719817,-0.000108845,0.00730876,-0.00267742,-0.0919049,8.05857e-05,8.26303e-05,0.000369575,0.00962958,0.288887,30.2889,30
358,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.271523,1.00198,0.0195995,-0.00261021,0.00725424,-0.000106338,0.00736554,-0.00272151,-0.088516,8.06465e-05,8.26924e-05,0.00036986,0.00972282,0.291684,30.2917,30
359,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.271677,1.00483,0.0193349,-0.00263638,0.00732861,-0.000106891,0.00744154,-0.00274931,-0.0889689,8.05901e-05,8.26333e-05,0.00036959,0.00982487,0.294746,30.2947,30
360,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.271704,1.00762,0.0198956,-0.00266873,0.00740598,-0.000108077,0.00751922,-0.00278197,-0.0958812,8.06614e-05,8.27018e-05,0.000369905,0.00993674,0.298102,30.2981,30
361,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.2719,1.01061,0.0190727,-0.00269298,0.00749224,-0.000111467,0.0076068,-0.00280754,-0.0950983,8.0612e-05,8.26561e-05,0.000369698,0.0100551,0.301653,30.3016,30
362,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272024,1.01342,0.0196757,-0.00271247,0.00757495,-0.000109573,0.00769073,-0.00282826,-0.0919717,8.06224e-05,8.26664e-05,0.000369736,0.0101705,0.305114,30.3051,30
363,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.271969,1.01634,0.0198343,-0.00279677,0.00763825,-0.000112541,0.00775589,-0.00291442,-0.0916922,8.06643e-05,8.27027e-05,0.00036991,0.0102599,0.307796,30.3078,30
364,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272311,1.0191,0.0187167,-0.00280883,0.00771949,-0.00010891,0.0078384,-0.00292774,-0.0951781,8.06992e-05,8.27385e-05,0.00037008,0.0103779,0.311335,30.3113,30
365,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272563,1.02224,0.0170987,-0.00284717,0.00780326,-0.000115592,0.00792126,-0.00296517,-0.0841807,8.06478e-05,8.26909e-05,0.000369871,0.0104879,0.314636,30.3146,30
366,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272415,1.02537,0.0203789,-0.00283947,0.00790063,-0.000105653,0.00802031,-0.00295915,-0.085328,8.07329e-05,8.27759e-05,0.000370251,0.0106245,0.318734,30.3187,30
367,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.271786,1.02832,0.0234755,-0.00293459,0.00791988,-0.000102102,0.00804103,-0.00305574,-0.0799009,8.07805e-05,8.28133e-05,0.000370424,0.0106839,0.320517,30.3205,30
368,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272529,1.03147,0.0204926,-0.00290708,0.00803757,-0.000111416,0.00815762,-0.00302713,-0.094373,8.071e-05,8.27499e-05,0.000370142,0.010839,0.325169,30.3251,30
369,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272445,1.0336,0.0171688,-0.00294519,0.00814805,-0.000116546,0.00826989,-0.00306703,-0.0877644,8.07531e-05,8.27958e-05,0.000370342,0.0109804,0.329412,30.3294,30
370,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27288,1.03662,0.0188362,-0.00296748,0.00821976,-0.00010826,0.00834365,-0.00309138,-0.080391,8.07435e-05,8.27869e-05,0.000370299,0.0110878,0.332633,30.3326,30
371,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272985,1.03959,0.0186712,-0.00298313,0.00831685,-0.000131354,0.00844131,-0.0031076,-0.102129,8.07271e-05,8.27744e-05,0.000370229,0.0112203,0.336608,30.3366,30
372,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272794,1.04231,0.0199607,-0.00303048,0.00838316,-0.000118619,0.00850927,-0.00315659,-0.0873224,8.07286e-05,8.27698e-05,0.000370225,0.0113235,0.339705,30.3397,30
373,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272781,1.04519,0.0208198,-0.00306257,0.00846549,-0.000118824,0.00859236,-0.00318944,-0.087614,8.07192e-05,8.27636e-05,0.000370196,0.0114374,0.343121,30.3431,30
374,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272803,1.04809,0.0211095,-0.00309681,0.00854526,-0.000119175,0.00867307,-0.00322462,-0.088633,8.07565e-05,8.28015e-05,0.000370355,0.0115561,0.346682,30.3467,30
375,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272931,1.05085,0.0213009,-0.00313219,0.00863567,-0.000118232,0.00876443,-0.00326094,-0.0950068,8.07924e-05,8.28317e-05,0.000370505,0.011684,0.350521,30.3505,30
376,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272888,1.05379,0.0214616,-0.00316242,0.00871886,-0.000121192,0.00884914,-0.00329271,-0.0895165,8.07772e-05,8.28158e-05,0.000370432,0.0117975,0.353925,30.3539,30
377,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.2731,1.05672,0.0205816,-0.00319163,0.0088064,-0.000119788,0.00893792,-0.00332315,-0.091225,8.07768e-05,8.28198e-05,0.000370452,0.0119227,0.35768,30.3577,30
378,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.273188,1.05958,0.0212475,-0.00322969,0.00889428,-0.000122906,0.00902646,-0.00336187,-0.0889865,8.08186e-05,8.28573e-05,0.000370625,0.0120453,0.361359,30.3613,30
379,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.273102,1.06249,0.0204377,-0.00326112,0.00898074,-0.000122557,0.00911447,-0.00339486,-0.093528,8.08122e-05,8.28533e-05,0.000370613,0.0121707,0.36512,30.3651,30
380,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.272958,1.0653,0.0208725,-0.00329259,0.00906991,-0.000121006,0.00920374,-0.00342643,-0.0884904,8.08428e-05,8.28865e-05,0.000370758,0.012295,0.368851,30.3688,30
381,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.273354,1.06834,0.021084,-0.00332873,0.00915778,-0.000125128,0.00929297,-0.00346392,-0.0955759,8.0865e-05,8.29012e-05,0.000370832,0.0124175,0.372524,30.3725,30
382,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.273575,1.07115,0.0209102,-0.00335827,0.00924327,-0.000125016,0.00937931,-0.00349431,-0.0883158,8.08366e-05,8.28764e-05,0.000370715,0.0125454,0.376363,30.3763,30
383,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.273805,1.07386,0.0221127,-0.00339454,0.00932794,-0.000132209,0.00946542,-0.00353203,-0.0923931,8.09336e-05,8.29697e-05,0.00037115,0.012664,0.379919,30.3799,30
384,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.273962,1.0773,0.0191131,-0.0034118,0.00943755,-0.000131953,0.00957614,-0.00355039,-0.0975336,8.08953e-05,8.29368e-05,0.00037099,0.0128118,0.384355,30.3843,30
385,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.273628,1.07984,0.0207982,-0.00345587,0.00951558,-0.000126842,0.0096548,-0.00359509,-0.0937215,8.09015e-05,8.2938e-05,0.000371006,0.0129243,0.387729,30.3877,30
386,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.273802,1.08283,0.0203501,-0.00348919,0.00960042,-0.000126333,0.00974128,-0.00363005,-0.0921707,8.09061e-05,8.29428e-05,0.000371023,0.0130513,0.391538,30.3915,30
387,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.273912,1.08564,0.0203989,-0.00351827,0.0096966,-0.000131171,0.00983845,-0.00366013,-0.0914671,8.09465e-05,8.29875e-05,0.000371219,0.0131807,0.395422,30.3954,30
388,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274197,1.08848,0.0194593,-0.00354866,0.00978998,-0.000131566,0.00993257,-0.00369124,-0.0938817,8.09344e-05,8.29764e-05,0.000371166,0.0133135,0.399404,30.3994,30
389,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274107,1.0911,0.0205016,-0.00358768,0.00987589,-0.000130769,0.0100201,-0.00373186,-0.0930327,8.09579e-05,8.29969e-05,0.000371266,0.0134371,0.403112,30.4031,30
390,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274072,1.09421,0.0202281,-0.00362218,0.00996272,-0.000133166,0.0101077,-0.00376721,-0.0903009,8.09673e-05,8.30125e-05,0.000371336,0.0135612,0.406835,30.4068,30
391,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274052,1.09707,0.0201525,-0.0036587,0.0100549,-0.00013222,0.0102005,-0.00380434,-0.0868289,8.09741e-05,8.30132e-05,0.000371334,0.013692,0.41076,30.4107,30
392,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274275,1.10035,0.0204052,-0.00369491,0.0101482,-0.000134718,0.0102954,-0.00384216,-0.0884277,8.09638e-05,8.30043e-05,0.000371307,0.0138251,0.414752,30.4147,30
393,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274489,1.10297,0.0200088,-0.00372188,0.0102467,-0.000134656,0.0103942,-0.00386935,-0.0929431,8.09857e-05,8.30259e-05,0.000371406,0.0139601,0.418801,30.4188,30
394,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274535,1.10597,0.0199128,-0.00375409,0.0103333,-0.000133792,0.0104826,-0.00390333,-0.0881423,8.10003e-05,8.30381e-05,0.000371465,0.014085,0.422548,30.4225,30
395,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274579,1.109,0.0204194,-0.0037949,0.010426,-0.0001347,0.0105763,-0.00394521,-0.089913,8.10205e-05,8.30549e-05,0.00037155,0.0142145,0.426435,30.4264,30
396,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274577,1.11173,0.0205777,-0.00382511,0.0105188,-0.000136456,0.0106701,-0.00397637,-0.087707,8.10315e-05,8.30656e-05,0.000371591,0.0143548,0.430643,30.4306,30
397,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274827,1.11458,0.0197181,-0.00385841,0.0106141,-0.000137208,0.010767,-0.00401125,-0.0896113,8.10509e-05,8.30845e-05,0.000371684,0.0144817,0.434451,30.4344,30
398,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274813,1.11732,0.0206244,-0.00389337,0.0107029,-0.000139014,0.0108567,-0.00404716,-0.0855342,8.10178e-05,8.30555e-05,0.000371544,0.0146085,0.438256,30.4382,30
399,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27489,1.12022,0.0202059,-0.00392953,0.0107971,-0.000139375,0.0109521,-0.00408451,-0.0793283,8.10632e-05,8.31036e-05,0.000371759,0.0147422,0.442265,30.4422,30
400,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.274979,1.1232,0.0204543,-0.00396123,0.0108937,-0.000140736,0.0110493,-0.00411689,-0.0817904,8.11091e-05,8.31444e-05,0.000371956,0.0148797,0.44639,30.4464,30
401,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275302,1.12616,0.0201889,-0.00399387,0.0109884,-0.000140304,0.0111453,-0.00415074,-0.0831476,8.10838e-05,8.31177e-05,0.000371831,0.0150142,0.450427,30.4504,30
402,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275151,1.12899,0.0199036,-0.00403293,0.0110843,-0.00013994,0.0112424,-0.00419102,-0.0870688,8.1084e-05,8.31179e-05,0.000371837,0.0151499,0.454495,30.4545,30
403,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275032,1.13186,0.0203005,-0.00406486,0.0111799,-0.000141963,0.0113391,-0.00422413,-0.0837181,8.11005e-05,8.31403e-05,0.000371931,0.0152835,0.458505,30.4585,30
404,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275017,1.13471,0.0197524,-0.00410307,0.0112795,-0.000144135,0.0114398,-0.00426332,-0.0856164,8.11775e-05,8.32158e-05,0.000372272,0.015425,0.46275,30.4627,30
405,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275277,1.13806,0.020067,-0.00413766,0.011376,-0.000140695,0.0115375,-0.00429916,-0.0858505,8.11324e-05,8.31672e-05,0.000372058,0.0155647,0.46694,30.4669,30
406,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275679,1.14107,0.0179748,-0.0041886,0.0114693,-0.000140539,0.0116316,-0.00435085,-0.0882993,8.11927e-05,8.32275e-05,0.000372326,0.0156957,0.47087,30.4708,30
407,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275595,1.14374,0.020884,-0.00421943,0.0115698,-0.000141082,0.0117329,-0.00438255,-0.0785838,8.12069e-05,8.32396e-05,0.000372387,0.0158421,0.475262,30.4752,30
408,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275679,1.14647,0.0190745,-0.00423888,0.0116809,-0.0001466,0.0118455,-0.00440351,-0.0822043,8.11627e-05,8.31947e-05,0.000372189,0.0159921,0.479761,30.4797,30
409,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275563,1.14946,0.0199033,-0.00427643,0.0117699,-0.000144997,0.0119367,-0.00444317,-0.0825308,8.1225e-05,8.32601e-05,0.000372475,0.0161185,0.483554,30.4835,30
410,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.276171,1.1523,0.0174396,-0.0043029,0.0118756,-0.000146942,0.0120433,-0.00447056,-0.0882785,8.11675e-05,8.32045e-05,0.000372225,0.016265,0.48795,30.4879,30
411,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.275629,1.15544,0.0192331,-0.00435191,0.0119721,-0.000147219,0.0121402,-0.00451999,-0.0864944,8.12447e-05,8.32836e-05,0.000372582,0.016403,0.492089,30.4921,30
