"Average",,,,,,,,,,,,,,,,"E0",,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
632,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278338,1.80663,0.0154027,-0.0123709,0.0422809,-0.000271836,0.0425861,-0.012676,-0.0581749,9.21065e-05,9.39846e-05,0.000421741,0.0568901,1.7067,31.7067,30
633,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278359,1.80957,0.0156186,-0.0123948,0.042485,-0.000271585,0.0427901,-0.0126999,-0.0582914,9.2226e-05,9.4111e-05,0.000422309,0.0571155,1.71346,31.7134,30
634,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278326,1.81272,0.0159899,-0.0124179,0.04269,-0.000270989,0.0429953,-0.0127232,-0.0557336,9.23885e-05,9.42691e-05,0.000423035,0.0573427,1.72028,31.7202,30
635,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278136,1.81578,0.0159705,-0.012439,0.0428959,-0.000272691,0.0432007,-0.0127438,-0.0610884,9.24372e-05,9.4314e-05,0.000423252,0.0575667,1.727,31.727,30
636,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278266,1.81881,0.0160642,-0.012463,0.0431067,-0.000271316,0.0434114,-0.0127677,-0.054109,9.26173e-05,9.44945e-05,0.000424081,0.057795,1.73385,31.7338,30
637,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278241,1.82164,0.0157436,-0.01248,0.0433185,-0.000274926,0.0436226,-0.0127842,-0.0547681,9.2814e-05,9.4694e-05,0.000424975,0.0580276,1.74082,31.7408,30
638,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278403,1.82507,0.0161678,-0.0125008,0.0435374,-0.000274634,0.0438421,-0.0128055,-0.0601388,9.28743e-05,9.47497e-05,0.000425244,0.0582614,1.74784,31.7478,30
639,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278183,1.82811,0.0154748,-0.0125288,0.0437505,-0.000275946,0.0440549,-0.0128332,-0.0544791,9.30443e-05,9.49142e-05,0.000426015,0.0584923,1.75477,31.7547,30
640,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27819,1.83128,0.0155346,-0.0125445,0.0439667,-0.00027581,0.0442714,-0.0128492,-0.0666229,9.31853e-05,9.50561e-05,0.000426659,0.0587212,1.76163,31.7616,30
641,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278183,1.83418,0.0156951,-0.0125596,0.0441913,-0.000278285,0.0444952,-0.0128636,-0.0659482,9.33005e-05,9.51708e-05,0.000427182,0.0589532,1.7686,31.7686,30
642,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278279,1.83732,0.0152942,-0.0125782,0.0444166,-0.000277593,0.0447208,-0.0128825,-0.0579416,9.34615e-05,9.5329e-05,0.000427921,0.0591993,1.77598,31.7759,30
643,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.27833,1.84034,0.0154281,-0.0125999,0.0446388,-0.000279961,0.0449429,-0.0129039,-0.0588711,9.35859e-05,9.54527e-05,0.000428483,0.0594267,1.7828,31.7828,30
644,-5.20907e-10,2.17273e-10,-1.9411e-14,-0.278278,1.84339,0.0154159,-0.0126185,0.0448731,-0.000279966,0.0451772,-0.0129226,-0.0605504,9.37279e-05,9.55934e-05,0.000429116,0.0596645,1.78993,31.7899,30
645,-3.03598e-05,-2.98442e-06,2.62419e-07,-0.278263,1.8466,0.0151438,-0.0126272,0.0450463,-0.000282946,0.0453495,-0.0129305,-0.0589432,9.38148e-05,9.56868e-05,0.000429536,0.059904,1.79712,31.7971,30
646,-5.04408e-05,-2.61493e-05,6.13281e-07,-0.278191,1.84983,0.014873,-0.0126337,0.0451969,-0.00028059,0.0454999,-0.0129367,-0.0611568,9.39351e-05,9.57988e-05,0.000430061,0.0601534,1.8046,31.8046,30
647,-5.04408e-05,-2.61493e-05,6.13281e-07,-0.278367,1.85308,0.0156881,-0.0126539,0.0454393,-0.000282256,0.0457419,-0.0129565,-0.0610003,9.40131e-05,9.58788e-05,0.00043043,0.060402,1.81206,31.812,30
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
